번호,소관부처,사업수행기관,지원분야,공고명,신청시작일자,신청종료일자,등록일자,공고상세URL,신청기간,지원대상,사업개요,해시태그,지원분야중분류,조회수
1065,경기도,기초자치단체,금융,[경기] 양주시 2026년 중소기업 및 소상공인 운전자금 이차보전 지원 공고,,,2026-03-31,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120158,예산 소진시까지,중소기업,「양주시 중소기업 및 소상공인 운전자금 지원 조례」제5조의 규정에 따라 2026년 중소기업 및 소상공인 운전자금 이차보전 지원 계획을 다음과 같이 공고합니다. ☞ 신청일 현재 양주시에 소재한 중소기업기본법 제2조의 규정에 의한 중소기업으로 신청일 현재 공장등록을 필한 업체 - 양주시에 사업장을 두고 운영 중인 소상공인 - 기타 시장이 중소기업 및 소상공인 육성을 위하여 필요하다고 인정하는 기업 ☞ 중소기업 및 소상공인 운전자금 이자 중 1%~2% 지원,"금융,경기,2026,경기도,기초자치단체,양주시,중소기업,소상공인,운전자금,이차보전",융자,8385
1066,강원특별자치도,원주의료기기산업진흥원,수출,2026년 2차 국제의료기기전시회 참가기업 모집 통합 공고(인도네시아 Hospital Expoㆍ홍콩 Cosmoprof Asia),2026-03-17,2026-10-31,2026-03-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120145,,중소기업,"원주의료기기산업진흥원은 의료기기 기업의 해외 마케팅 지원을 위하여 아래 여섯 개의 국제의료기기전시회 공동관 참가기업을 아래와 같이 모집하오니 관심 있는 기업의 많은 참여 바랍니다. ☞ 인도네시아 Hospital Expo : 전국 의료기기 및 바이오 헬스케어 제조기업 - 홍콩 Cosmoprof Asia : 강원특별자치도 소재 의료기기 및 바이오 헬스케어 제조기업 ☞ 인도네시아 Hospital Expoㆍ홍콩 Cosmoprof Asia 참가 지원 - 부스조성 및 임차, 비품신청 등 주최측 서류제출 등 행정, 전시 1부스 지원","수출,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,비품신청,원주의료기기산업진흥원,2026,부스지원,강원특별자치도,행정지원,국제의료기기전시회,홍콩,임차비,인도네시아,헬스케어,제조기업,의료기기,해외마케팅",시장개척,10437
1067,인천광역시,인천테크노파크,금융,[인천] 중동 수출 중소기업 긴급 경영안정자금 지원 공고,,,2026-03-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120138,예산 소진시까지,중소기업,"「인천광역시 중소기업경영안정자금 지원 및 운용 조례」 제6조에 의거 중동 정세 악화에 따른 중동 수출 중소기업 등의 금융부담 해소를 위한 '중동 수출 중소기업 긴급 경영안정자금 지원'을 다음과 같이 공고합니다. ☞ 인천광역시 경영안정자금 지원 업종 중 아래 요건을 충족하는 기업 - 신청일 기준 최근 1년 이내 중동 지역 수출실적이 있는 기업, 중동지역으로 수출 이력이 있는 기업과 거래 실적이 있는 기업 ※ 자세한 지원대상 공고문 참조 ☞ 은행 대출 운전자금의 이자차액보전 지원 - 지원 한도 : 업체당 5억원 이내(매출액의 1/3 이","금융,인천,2026,인천광역시,인천테크노파크,중동,경영안정자금,중소기업,수출중소기업,중동수출,긴급경영안정자금,이자차액,운전자금",융자,7238
1068,전남광주통합특별시,광주경제진흥상생일자리재단,경영,[광주] 2026년 하남산업단지 중소기업 보증료 지원사업 공고,,,2026-03-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120135,예산 소진시까지,중소기업,국제정세로 인해 어려움을 겪고 있는 평동산업단지 중소기업의 경영난 해소에 도움을 주기 위한 「하남산업단지 중소기업 보증료 지원사업」을 공고하오니 희망하는 업체는 제출서류를 첨부하여 신청하여 주시기 바랍니다. ☞ 광주광역시 하남산단 내 입주 중소 제조기업으로 2026년에 보증료를 납부한 기업 ※ 사업자등록증 업태가 제조업인 기업 / 공고일 이전납부 포함 ※ 자세한 지원대상 공고문 참조 ☞ 보증료의 30% 지원 (최대 1백만원 한도 내 지원),"경영,광주,중소기업보증료,2026,광주경제진흥상생일자리재단,보증료,광주광역시,제조업,중소기업,하남산업단지,전남광주,전남광주통합특별시",시설/입지지원,7156
1069,전남광주통합특별시,광주경제진흥상생일자리재단,경영,[광주] 2026년 평동산업단지 중소기업 보증료 지원사업 공고,,,2026-03-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120134,예산 소진시까지,중소기업,국제정세로 인해 어려움을 겪고 있는 평동산업단지 중소기업의 경영난 해소에 도움을 주기 위한 「평동산업단지 중소기업 보증료 지원사업」을 공고하오니 희망하는 업체는 제출서류를 첨부하여 신청하여 주시기 바랍니다. ☞ 광주광역시 평동산업단지 내 입주 중소 제조기업으로 2026년에 보증료를 납부한 기업 ※ 사업자등록증 업태가 제조업인 기업 / 공고일 이전납부 포함 ※ 자세한 지원대상 공고문 참조 ☞ 보증료의 30% 지원 (최대 1백만원 한도 내 지원),"경영,광주,2026,광주광역시,광주경제진흥상생일자리재단,평동산업단지,중소기업,보증료,중소기업보증료,제조업,전남광주,전남광주통합특별시",시설/입지지원,7018
1070,금융위원회,한국핀테크지원센터,기술,2026년 금융 테스트베드 참여기업 테스트비용 지원 공고,,,2026-03-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120123,예산 소진시까지,중소기업,"한국핀테크지원센터는 핀테크 기업이 금융 테스트베드를 통해 새롭고 혁신적인 아이디어를 시험할 수 있도록 테스트비용을 지원하오니 많은 신청 바랍니다. ☞ 중소기업확인서를 발급받은 기업이며, 아래 테스트베드 유형 중 1개 이상을 충족하는 기업 - 혁신금융서비스 지정기업이며, 테스트비용을 지원할 필요성이 인정되는 핀테크 기업 - 지정대리인 지정기업 중 금융회사와 위수탁계약을 체결하였으며, 테스트비용을 지원할 필요성이 인정되는 핀테크 기업 - 위탁테스트 참여기업 중 금융회사와 위수탁계약을 체결하였으며, 테스트비용을 지원할 필요성이 인정되는 ","기술,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,2026,금융위원회,한국핀테크지원센터,핀테크기업,테스트베드,테스트비용,혁신금융서비스,지정대리인,위탁테스트,사업역량,운영전략,비용지원",시험/인증,6472
1071,중소벤처기업부,소상공인시장진흥공단,금융,2026년 소상공인 투자연계 지원사업 립스(LIPS) 프로그램 소상공인 모집 공고,,,2026-03-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120117,예산 소진시까지,소상공인,"민간투자와 연계하여 생활기반(비기술)의 창의적 아이템을 보유한 소상공인을 선도기업으로 성장 및 도약을 지원하는 「’26년도 립스(LIPS) 프로그램」사업 참여 소상공인을 다음과 같이 모집합니다. ☞ 중기부가 지정한 운영사로부터 先투자받은 유망 소상공인(업력 1년이상) ※ 자세한 지원대상 공고문 참조 ☞ 민간투자 연계형 매칭융자(LIPSⅠ), 혁신소상공인 투자연계지원(LIPSⅡ) 지원 - 민간투자 연계형 매칭융자(LIPSⅠ) : 민간운영사가 先투자 시 투자금의 최대 5배, 최대 5억원 한도 내 매칭융자(정책자금) 지원 - 혁신소상공인","금융,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,2026,중소벤처기업부,소상공인시장진흥공단,민간투자,융자,투자연계,LIPS,투자,매칭융자,소상공인,초기투자액셀러레이터협회",펀드/투자,24277
1072,과학기술정보통신부,한국전파진흥협회,기술,중소기업 전파 공동엔지니어링랩 운영지원 사업 공고,,,2026-03-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120113,상시 접수,중소기업,"인력ㆍ기술력의 부족으로 어려움을 겪고 있는 전파ㆍ방송 분야 중소기업의 기술개발 지원을 통해 애로기술 해결 및 기술 경쟁력 강화를 도모해드리는 사업입니다. ☞ 전파ㆍ방송분야 제품 설계나 구현 등 기술적 어려움을 겪고 있는 모든 중소기업 및 대학창업자 등을 위주로 지원 - 창업단계에서 제품의 설계나 제품 구현 등 기술적 어려움을 겪고 있는 기업 - 실험실, 설계프로그램, 측정장비 등 설계 및 시험측정 시설이 필요한 기업 - 전파관련 분야의 애로사항으로 인해 전문가의 지원이 필요한 기업 ☞ 전파ㆍ방송분야 애로기술 해결을 위해 전문인력 활","기술,인력,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,과학기술정보통신부,한국전파진흥협회,기술개발,중소기업,전파,방송,애로기술해결,전문인력활용,시험,측정,기술사업화,2026",기술사업화/이전/지도,6666
1073,전북특별자치도,전북특별자치도경제통상진흥원,경영,[전북] 2026년 중소기업종합지원시스템 컨설팅 참여 기업 모집 공고,,,2026-03-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120107,예산 소진시까지,중소기업,"전북특별자치도와 (재)전북특별자치도경제통상진흥원에서는 우리도 기업의 경영 현장에서 발생하는 애로를 해소하고 기업의 지속 성장과 경쟁력 강화를 위한 전문가 컨설팅을 상시 모집하오니 많은 관심과 참여 바랍니다. ☞ 도내 중소기업 ☞ 전문가 컨설팅 지원 - (기업) 연간 최대 회 컨설팅 신청 가능 - (컨설턴트) 연간 최대 12회 컨설팅 수행 가능, 대면 컨설팅 1회당 250,000원 지급","경영,전북,대면 컨설팅,전문가 컨설팅,2026,전북특별자치도,전북특별자치도경제통상진흥원,기업애로해소,컨설팅,중소기업",컨설팅,6850
1074,전북특별자치도,직접수행,금융,[전북] 2026년 중동분쟁 대응 수출입기업 긴급 경영안정자금 지원계획 변경 공고,,,2026-03-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120102,예산 소진시까지,중소기업,"「전북특별자치도 중소기업 육성기금 설치 및 운용 조례」 제11조에 따라 중동분쟁으로 어려움을 겪는 수출입기업의 금융부담 해소를 위해 2026년 전북특별자치도 중소기업 육성자금 긴급 경영안정자금 지원계획을 다음과 같이 공고합니다. ☞ 도내 소재 중소기업 중 중동 분쟁 등 외부 환경으로 피해가 있는 직ㆍ간접 수출입업체(업종무관) ☞ 지원한도 : 업체당 최고 2억원 - 이자차액보전 : 2.0% 지원 ※ 특례사항 : 심사평가 생략하고, 제출서류 확인으로 지원","금융,전북,특례사항,중동분쟁,2026,전북특별자치도,이자차액보전,육성자금,수출입기업,직접수행,중소기업",융자,7102
1075,과학기술정보통신부,한국데이터산업진흥원,기술,2026년 데이터 품질인증 지원사업 공고,,,2026-03-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120097,예산 소진시까지,중소기업,"과학기술정보통신부와 한국데이터산업진흥원은 기업이 생산ㆍ유통ㆍ활용하는 데이터의 품질인증을 지원하는「2026년 데이터 품질인증 지원사업」을 다음과 같이 공고합니다. ☞ 데이터를 생산ㆍ유통ㆍ활용하는 중소 및 초기 중견기업 ☞ 데이터 품질인증기관이 수행하는 인증 비용을 최대 1,150만원(VAT 제외) 지원, 기업의 자체 데이터 품질개선 수행을 위한 품질진단 결과보고서 지원","기술,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,고품질 AI 모델,데이터 품질개선,데이터 품질인증,데이터 관리체계,AI 학습데이터,2026,비정형데이터,정형데이터,한국데이터산업진흥원,과학기술정보통신부,중견기업,중소기업",기술사업화/이전/지도,8647
1076,부산광역시,부산테크노파크,경영,[부산] 2026년 서비스융복합연구센터 데이터 기반 융복합 서비스 개발 컨설팅 지원 공고,,,2026-03-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120091,예산 소진시까지,중소기업,"부산광역시와 (재)부산테크노파크는 데이터 기반 융복합 신규서비스 개발 및 서비스 고도화 지원을 위한 컨설팅을 추진합니다. 이에, 역량있는 지역 기업(기관)의 많은 참여 바랍니다. ☞ 데이터 기반 신규 서비스 발굴 및 기존 서비스 고도화를 희망하는 지역 중소 상공 기업 및 예비창업자(업종 제한없음) - 서비스 분야에 상관없이 데이터를 활용할 수 있는 서비스 - 서비스에 데이터를 접목하고 싶으나 방법을 모르는 경우 - 현재 운영 중인 서비스와 데이터에 대해 전문가 검증이 필요한 경우 ☞ 데이터 기반 신규서비스 발굴 및 기존 서비스 고도","기술,경영,부산,상공기업,2026,서비스분야,부산테크노파크,데이터활용,고도화,예비창업자,부산광역시,컨설팅,중소기업",컨설팅,6283
1077,인천광역시,인천상공회의소,수출,[인천] 2026년 OK FTA 컨설팅 지원사업 신청 공고,2026-03-19,2026-09-30,2026-03-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120089,,중소기업,"인천상공회의소 인천FTA통상진흥센터는 산업통상부와 함께 FTA 활용을 통한 수출 경쟁력 강화를 위하여 다음과 같이「2026년 OK FTA 컨설팅 지원사업」을 실시하고자 하오니, 많은 신청 바랍니다. ☞ 인천 소재 중소ㆍ중견기업 ☞ FTA 활용 및 원산지관리에 필요한 맞춤형 컨설팅 지원 - 원산지증명서 발급, 품목별ㆍ업체별인증수출자 인증 취득(갱신), 원산지관리시스템 도입 등 지원","수출,인천,맞춤형 컨설팅,2026,FTA 활용,인증수출자,원산지관리시스템,원산지증명서,대한상공회의소,인증,인천광역시,인천상공회의소,컨설팅",FTA활용/대응,10049
1078,인천광역시,인천상공회의소,수출,[인천] 2026년 FTA 커스터마이징 컨설팅 참가업체 모집 공고,2026-03-19,2026-09-30,2026-03-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120088,,중소기업,"인천상공회의소 인천FTA통상진흥센터는 인천광역시와 함께 FTA 및 무역 지원을 통한 수출경쟁력 강화를 위하여 다음과 같이「2026년 FTA 커스터마이징 컨설팅」을 운영하고자 하오니, 많은 신청 바랍니다. ☞ 인천 소재 수출 중소ㆍ중견기업 ☞ 품목별 인증수출자 인증 및 선택형 무역 컨설팅 지원","수출,인천,품목별 원산지,원산지 사후검증,FTA 커스터마이징,2026,인천FTA통상진흥센터,무역서류,인증수출자,인천광역시,인천상공회의소,컨설팅,FTA",FTA활용/대응,9222
1079,과학기술정보통신부,한국데이터산업진흥원,기술,2026년 데이터 가치평가 지원사업 공고,,,2026-03-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120083,예산 소진시까지,중소기업,"과학기술정보통신부와 한국데이터산업진흥원은 기업이 보유한 데이터의 가치를 평가하여 금융, 거래 등에 활용할 수 있도록 지원하는「2026년 데이터 가치평가 지원사업」을 다음과 같이 공고합니다. ☞ 데이터를 보유한 중소 및 초기 중견기업 ☞ 데이터 가치평가기관이 수행하는 데이터 가치평가비용의 50%(최대 1,500만원, VAT 제외) 및 우대비율 최대 25% 가산 지원","기술,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,2026,과학기술정보통신부,한국데이터산업진흥원,데이터,거래,가치평가,중소기업,중견기업,가치평가비용,우대비율",시험/인증,12652
1080,충청북도,직접수행,금융,[충북] 2026년 긴급 운전자금 융자(이차보전) 지원계획 공고,,,2026-03-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120062,예산 소진시까지,중소기업,"충청북도 중소기업육성기금 설치 및 운용 조례 제10조 및 같은 조례 시행규칙 제4조의 규정에 따라 「2026년도 충청북도 긴급 운전자금 융자(이차보전) 지원계획」을 다음과 같이 공고합니다. ☞ 충청북도에 사업장을 둔 「중소기업기본법」의 적용을 받는 중소기업으로서 지원업종 요건을 충족하면서, 아래 유형의 어느 하나에 해당되는 기업 - 지원업종(공통요건ㆍ필수충족) : 제조업, 서비스업, 폐기물처리 원료재생업 ㆍ 지원유형 : 중동지역 직ㆍ간접 수출ㆍ입 피해기업, 최근 1년 이내 100만$ 이상 수출실적(직수출)이 있는 중소기업, 일반화물","금융,충북,일반화물자동차운송업,2026,중동지역,폐기물처리원료재생업,중소기업육성기금,수출피해기업,이차보전,서비스업,충청북도,직접수행,제조업,융자",융자,7498
1081,고용노동부,한국표준협회,경영,2026년 일터혁신 상생컨설팅 지원사업 기업 모집 공고,,,2026-03-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120058,예산 소진시까지,중소기업,"노사 참여 기반의 일터혁신을 통해 근로 여건을 함께 개선하는 정부지원사업입니다. 전문 컨설턴트가 사업장을 방문해 맞춤형 컨설팅을 제공하며, 한국표준협회가 축척된 노하우로 실직적인 혁신 솔루션을 지원합니다. ☞ 일터혁신 필요성과 의지가 있는 20인 이상 사업장 ☞ 일터혁신 상생컨설팅 지원 - 진단 : 기초진단, 심층진단 - 컨설팅 : 자문컨설팅, 전문컨설팅(특화), 심화컨설팅(특화) ※ 자세한 지원내용 공고문 참조","인력,경영,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,2026,고용노동부,일터혁신,상생컨설팅,한국표준협회,일터혁신상생컨설팅,자문컨설팅,전문컨설팅,심화컨설팅,컨설팅,진단,기초진단,심화진단,전문컨설턴트",컨설팅,6884
1082,대전광역시,대전일자리경제진흥원,금융,[대전] 2026년 중소유통업 시설투자 및 운전자금 융자지원계획 공고,,,2026-03-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120054,예산 소진시까지,중소기업,"대전광역시 중소기업육성기금조례 제10조의 규정에 의거 2026년도 중소유통업 시설투자 및 운전자금 융자지원계획을 다음과 같이 공고합니다. ☞ 대전 소재 유통업자(한국표준산업분류의 도ㆍ소매업(대상 업종 붙임3)) - 유통업자는 본사 또는 사업장이 관내 소재한 영업 6월 이상 업체 ☞ 운영자금, 시설개선자금 지원 - 운영자금 : 재료비, 인건비, 일반관리비 등 경상운영비 - 시설개선자금 : 점포시설개선, 전문상가 시설개선, 전문상가 건립, 공동창고 건립","금융,대전,대전일자리경제진흥원,대전광역시,2026,중소유통업,유통업자,시설개선자금,인건비,운영자금,재료비,일반관리비,경상운영비,점포시설개선,전문상가시설개선,전문상가건립,공동창고건립,전문상가,공동창고",융자,8236
1083,경상북도,경상북도경제진흥원,수출,[경북] 2026년 중소기업 통번역 지원사업 참가기업 모집 공고,,,2026-03-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120033,예산 소진시까지,중소기업,"경상북도와 경북경제진흥원은 도내 중소기업의 원활한 해외판로 개척을 지원하고자 「2026년 중소기업 통번역 지원사업」을 추진하오니 관심있는 기업에서는 많은 신청을 바랍니다. ☞ 본사 또는 공장이 도내 소재한 중소기업 ※ 광고ㆍ인쇄업 등 제외 ☞ 마케팅서신, 제품설명서, 회사소개서, 계약서, 수출입 관련 번역 및 통역 지원 - 지원한도 : 일반 기업 연간 1,000,000원 이내 / 경수협 기업 연간 1,500,000원 이내 - 지원언어 : 일반언어(영어, 중국어, 일본어) / 특수언어(일반언어 외(베트남어, 독일어, 러시아어, 중국어","수출,경북,2026,경상북도,경상북도경제진흥원,통번역,번역,영어,중국어,일본어,베트남어,독일어,러시아어,중국어번체,중소기업,통역",해외진출준비,6237
1084,경기도,경기도경제과학진흥원,수출,2026년 제29회 대한민국우수상품전시회(G-FAIR KOREA 2026) 참가기업 모집 공고,2026-03-16,2026-08-31,2026-03-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120032,,중소기업,"G-FAIR KOREA는 1999년부터 27년간 대한민국 중소기업의 국내외 판로개척을 지원해온 대표 중소기업 전문 전시회입니다. 제29회 G-FAIR KOREA 2026은 국내외 바이어 및 유통 MD 600명 이상이 참여하는 국내 최대 규모 수출 전문 전시회로, 중소기업의 판로 확대와 수출 활성화를 지원하고자 개최됩니다. 관심 있는 기업은 아래 내용을 참고하시어 많은 신청 바랍니다. ☞ 국내 소재 중소기업 - 전시품목 : 리빙, 푸드, 뷰티, 테크 등 종합 품목 ☞ G-FAIR KOREA 전시회 참가ㆍ운영 지원 (현장 홍보, 국내외","수출,내수,경영,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,2026,국내전시,B2C,전시,B2B,동반성장,홍보,경기도경제과학진흥원,전시회,박람회,경기도,바이어,마케팅",해외진출준비,9638
1085,경기도,경기테크노파크,창업,[경기] 안산시 2026년 청년큐브 1:1 창업멘토링 지원 참여기업 모집 공고(청년창업인큐베이팅사업),,,2026-03-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120031,예산 소진시까지,창업벤처,"안산시와 경기테크노파크에서는 안산시 (예비)창업자와 청년큐브 입주기업(팀)의 성공적인 창업을 지원하기 위하여 선배 창업자 및 각 분야 전문가와의 멘토링을 지원하고자 하오니 많은 관심과 참여 바랍니다. ☞ 청년큐브 입주/졸업기업(초지, 예대, 한양, 월피) 및 관내 창업기업, 관내 대학 및 고등학교 예비창업자 등 관내 39세 이하 청년창업가 ※ 공고일 기준 39세 이하인 자(1986.3.19. 이후 출생자) ☞ 청년큐브 멘토링 총 4회 지원 - 멘토링 분야 : 중소기업, 컨설팅기관, VC, 투자기관, 정부기관, 대학교, 마케팅기업, ","창업,경영,경기,2026,경기도,경기테크노파크,멘토링,청년큐브,전문가,창업기업,예비차업자,청년창업가,만39세이하,청년큐브입주기업,청년큐브졸업기업",창업정보제공,7242
1086,경상남도,경남신용보증재단,금융,[경남] 2026년 소상공인 정책자금 운용계획 변경 공고,,,2026-03-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120023,예산 소진시까지,소상공인,"중동 위기에 따른 유가 급등으로 경영에 어려움을 겪고 있는 도내 육상운송 등 업종 소상공인의 경영 안정을 위하여 「2026년도 경상남도 소상공인 정책자금 운용계획」을 다음과 같이 변경 공고합니다. ☞ 경남 도내에 소재하고 있는 「소상공인기본법」 제2조에 따른 소상공인 - 도내 사업자 등록 후 영업 중인 소상공인 중 유가 급등에 따른 직접 피해가 우려되는 아래 업종 ※ 한국표준산업분류상 「육상운송 및 파이프라인 운송업(H49)」 및 「건설장비 운영업(F42600)」 다만, 택시운송업(H49231)은 제외 - 대표자 신용평점이 NICE","금융,경남,2026,긴급경영자금,육상운송,소상공인정책자금,경남신용보증재단,경상남도,소상공인",융자,12715
1087,식품의약품안전처,한국식품안전관리인증원,경영,2026년 식품안심업소 기술지원 사업 참여 업소 모집 공고,2026-03-18,2026-09-30,2026-03-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120010,,소상공인,"한국식품안전관리인증원에서는 식품의약품안전처로부터 식품안심업소 기술지원 업무를 위탁받아 수행하고 있습니다. 이와 관련하여 식품안심업소(음식점위생등급제)평가를 준비하는 업소를 대상으로 현장 맞춤형 기술지원을 아래와 같이 무상으로 실시하오니 많은 참여 부탁드립니다. ☞ 식품접객업 중 아래 요건에 해당하는 2,000개소 음식점 - 모범업소, 백년가게, 미슐랭ㆍ블루리본 등 음식점 - K-미식벨트, K-관광단지, K-관광마켓 소재 음식점 등 식품안심 구역 지정을 위한 음식점 - 영업장 면적 200㎡이하 음식점 - 배달음식점 또는 아파트 상가,","경영,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,2026,한국식품안전관리인증원,식품안심업소,식품접객업,모범업소,백년가게,미슐랭,블루리본,미식벨트,관광단지,관광마켓,배달음식점,다중이용시설,교육,컨설팅,기술지원,관리일지,게시물,식품의약품안전처",컨설팅,8527
1088,전남광주통합특별시,광주광역시일가정양립지원본부,경영,[광주] 2026년 가족친화경영 컨설팅 참여 기업(관) 모집 공고(가족친화인증 지원 및 가족친화경영문화 확산),,,2026-03-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120009,예산 소진시까지,중소기업,"가족친화 경영문화를 확산하고 가족친화인증 획득을 지원하기 위하여 「2026년 가족친화경영 컨설팅 지원 사업」의 참여 기업ㆍ기관을 아래와 같이 모집 공고하오니, 관심 있는 기업ㆍ기관의 많은 참여바랍니다. ☞ 가족친화경영(가족친화인증 준비)에 관심이 있는 관내 기업ㆍ기관 ☞ 전문 컨설턴트 현장 방문 맞춤형 무료 컨설팅 지원 - (가족친화인증 관련) 가족친화인증 전반에 대한 설명, 서류 및 현장 심사 대비 컨설팅 - (가족친화제도 설계) 업체 실정에 맞는 가족친화제도 도입ㆍ설계, 가족친화프로그램 연계 - (인사노무법규 확인) 인사 관련 ","경영,광주,인사노무법규,현장심사,경영문화,2026,가족친화프로그램,취업규칙,광주광역시일가정양립지원본부,설계,현장방문,가족친화,가족친화인증,광주광역시,컨설팅,중소기업,전남광주,전남광주통합특별시",컨설팅,7174
1089,서울특별시,직접수행,경영,[서울] 2026년 노동환경개선컨설팅 사업 대상 모집 공고,,,2026-03-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120006,선착순 마감,중소기업,"서울시에서는 서울시 소재 사업장의 노동자의 노동권익을 보호 및 증진하기 위하여 다음과 같이 「2026년 서울시 노동환경개선컨설팅 사업」 대상을 모집합니다. ☞【市 유관 사업장】서울시 발주 10억원 미만 건설, 상시근로자 수 30인 미만 일반용역 사업장, 창업허브 입주기업(창업 7년 미만), 서울형 강소기업 -【민간 사업장】상시근로자 수 30인 미만 사업장 ※ 해당 요건 중 1개 이상 충족시 신청 가능 ☞ 컨설팅 내용 : 노무사 현장 방문ㆍ점검, 서류 확인, 사업주ㆍ노동자 개별 면담 ※ 자세한 지원내용 공고문 참조","경영,서울,2026,서울특별시,직접수행,노동권익,일반용역,창업허브,강소기업,중소기업,노무사,현장방문,현장점검,서류확인,개별면담",컨설팅,8901
1090,인천광역시,인천창조경제혁신센터,창업,2026년 인천창조경제혁신센터 창업-BuS 프로그램 참여기업 모집 공고,,,2026-03-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119999,상시 접수,창업벤처,"연중 상시 우수 스타트업 발굴 및 맞춤형 지원을 위한 '2026년도 인천창조경제혁신센터 창업-BuS(Build up Strategy for Start-ups) 프로그램' 참가 기업을 아래와 같이 모집합니다. 창업 기업들의 많은 참여 바랍니다 ☞ 초격차 분야 업력 7년 이내 창업기업(공고일 기준) ☞ 맞춤형 전문가 컨설팅(바우처 형태), 센터 직접 투자 및 외부 투자 유치, 내부 프로그램(TIPS, 대중견 OI프로그램 등) 연계 및 참여 우대, 전국 센터 연합 IR 참석 및 후속투자 기회 제공 등 지원","창업,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,인천창조경제혁신센터,인천광역시,2026,창업기업,스타트업,창업7년이내,초격차분야,창업BuS,컨설팅,투자",사업화지원,8404
